DHSID,service_traffic_count,water_traffic_count,driving_traffic_count,all_traffic_count
TG201300000081,0.0,0.0,0.0,0.0
TG201300000082,0.0,0.0,2.0,2.0
TG201300000083,0.0,0.0,0.0,0.0
TG201300000084,8.0,0.0,7.0,15.0
TG201300000085,0.0,0.0,0.0,0.0
TG201300000086,2.0,0.0,157.0,159.0
TG201300000087,0.0,0.0,0.0,0.0
TG201300000088,0.0,0.0,0.0,0.0
TG201300000089,0.0,0.0,0.0,0.0
TG201300000090,0.0,0.0,0.0,0.0
TG201300000091,93.0,1.0,466.0,560.0
TG201300000092,3.0,0.0,13.0,16.0
TG201300000093,8.0,0.0,18.0,26.0
TG201300000094,41.0,0.0,143.0,184.0
TG201300000095,0.0,0.0,0.0,0.0
TG201300000096,0.0,0.0,0.0,0.0
TG201300000097,5.0,0.0,4.0,9.0
TG201300000098,0.0,0.0,0.0,0.0
TG201300000099,6.0,0.0,4.0,10.0
TG201300000100,0.0,0.0,0.0,0.0
TG201300000101,0.0,0.0,17.0,17.0
TG201300000102,0.0,0.0,0.0,0.0
TG201300000103,5.0,0.0,0.0,5.0
TG201300000104,2.0,0.0,6.0,8.0
TG201300000105,0.0,0.0,0.0,0.0
TG201300000106,0.0,0.0,0.0,0.0
TG201300000107,65.0,1.0,402.0,468.0
TG201300000108,0.0,0.0,0.0,0.0
TG201300000109,7.0,0.0,0.0,7.0
TG201300000110,2.0,0.0,13.0,15.0
TG201300000111,7.0,0.0,7.0,14.0
TG201300000112,0.0,0.0,0.0,0.0
TG201300000113,2.0,0.0,21.0,23.0
TG201300000114,13.0,0.0,1.0,14.0
TG201300000115,48.0,0.0,450.0,498.0
TG201300000116,1.0,0.0,1.0,2.0
TG201300000117,73.0,1.0,375.0,449.0
TG201300000118,1.0,0.0,4.0,5.0
TG201300000119,3.0,0.0,1.0,4.0
TG201300000120,0.0,0.0,2.0,2.0
TG201300000121,0.0,0.0,0.0,0.0
TG201300000122,4.0,0.0,4.0,8.0
TG201300000123,0.0,0.0,0.0,0.0
TG201300000124,0.0,0.0,0.0,0.0
TG201300000125,1.0,1.0,11.0,13.0
TG201300000126,2.0,0.0,0.0,2.0
TG201300000127,0.0,0.0,0.0,0.0
TG201300000128,7.0,0.0,18.0,25.0
TG201300000129,86.0,1.0,256.0,343.0
TG201300000130,35.0,1.0,312.0,348.0
TG201300000131,0.0,0.0,0.0,0.0
TG201300000132,0.0,0.0,0.0,0.0
TG201300000133,52.0,0.0,432.0,484.0
TG201300000134,0.0,0.0,0.0,0.0
TG201300000135,26.0,0.0,306.0,332.0
TG201300000136,49.0,0.0,408.0,457.0
TG201300000137,0.0,0.0,0.0,0.0
TG201300000138,1.0,0.0,0.0,1.0
TG201300000139,0.0,0.0,0.0,0.0
TG201300000140,0.0,0.0,0.0,0.0
TG201300000141,0.0,0.0,0.0,0.0
TG201300000142,0.0,0.0,0.0,0.0
TG201300000143,13.0,0.0,5.0,18.0
TG201300000144,68.0,1.0,347.0,416.0
TG201300000145,0.0,0.0,0.0,0.0
TG201300000146,0.0,0.0,0.0,0.0
TG201300000147,0.0,0.0,0.0,0.0
TG201300000148,16.0,0.0,114.0,130.0
TG201300000149,9.0,0.0,1.0,10.0
TG201300000150,0.0,0.0,0.0,0.0
TG201300000151,0.0,0.0,0.0,0.0
TG201300000152,1.0,0.0,1.0,2.0
TG201300000153,0.0,0.0,0.0,0.0
TG201300000154,1.0,0.0,0.0,1.0
TG201300000155,0.0,0.0,0.0,0.0
TG201300000156,0.0,0.0,0.0,0.0
TG201300000157,1.0,0.0,3.0,4.0
TG201300000158,0.0,0.0,0.0,0.0
TG201300000159,0.0,0.0,0.0,0.0
TG201300000160,0.0,0.0,0.0,0.0
TG201300000161,0.0,0.0,0.0,0.0
TG201300000162,0.0,0.0,0.0,0.0
TG201300000163,10.0,0.0,11.0,21.0
TG201300000164,72.0,1.0,359.0,432.0
TG201300000165,0.0,0.0,2.0,2.0
TG201300000166,0.0,0.0,0.0,0.0
TG201300000167,2.0,0.0,0.0,2.0
TG201300000168,0.0,0.0,0.0,0.0
TG201300000169,0.0,0.0,0.0,0.0
TG201300000170,0.0,0.0,3.0,3.0
TG201300000171,0.0,0.0,0.0,0.0
TG201300000172,0.0,0.0,0.0,0.0
TG201300000173,2.0,0.0,1.0,3.0
TG201300000174,3.0,0.0,13.0,16.0
TG201300000175,16.0,0.0,2.0,18.0
TG201300000176,17.0,0.0,547.0,564.0
TG201300000177,12.0,0.0,19.0,31.0
TG201300000178,0.0,0.0,0.0,0.0
TG201300000179,26.0,0.0,564.0,590.0
TG201300000180,75.0,1.0,371.0,447.0
TG201300000181,41.0,0.0,157.0,198.0
TG201300000182,0.0,3.0,0.0,3.0
TG201300000183,0.0,0.0,0.0,0.0
TG201300000184,11.0,0.0,16.0,27.0
TG201300000185,0.0,0.0,0.0,0.0
TG201300000186,2.0,0.0,157.0,159.0
TG201300000187,34.0,0.0,422.0,456.0
TG201300000188,0.0,0.0,0.0,0.0
TG201300000189,0.0,1.0,0.0,1.0
TG201300000190,0.0,0.0,0.0,0.0
TG201300000191,6.0,0.0,0.0,6.0
TG201300000192,0.0,0.0,0.0,0.0
TG201300000193,1.0,0.0,8.0,9.0
TG201300000194,17.0,0.0,2.0,19.0
TG201300000195,9.0,0.0,34.0,43.0
TG201300000196,5.0,0.0,23.0,28.0
TG201300000197,4.0,0.0,0.0,4.0
TG201300000198,0.0,0.0,0.0,0.0
TG201300000199,0.0,0.0,0.0,0.0
TG201300000200,0.0,0.0,0.0,0.0
TG201300000201,0.0,0.0,0.0,0.0
TG201300000202,14.0,0.0,28.0,42.0
TG201300000203,8.0,0.0,18.0,26.0
TG201300000204,0.0,0.0,0.0,0.0
TG201300000205,1.0,0.0,0.0,1.0
TG201300000206,0.0,0.0,0.0,0.0
TG201300000207,0.0,0.0,0.0,0.0
TG201300000208,0.0,0.0,0.0,0.0
TG201300000209,65.0,1.0,398.0,464.0
TG201300000210,12.0,0.0,1.0,13.0
TG201300000211,7.0,0.0,0.0,7.0
TG201300000212,10.0,0.0,4.0,14.0
TG201300000213,0.0,0.0,0.0,0.0
TG201300000214,43.0,0.0,603.0,646.0
TG201300000215,0.0,0.0,0.0,0.0
TG201300000216,6.0,0.0,1.0,7.0
TG201300000217,32.0,0.0,154.0,186.0
TG201300000218,14.0,0.0,192.0,206.0
TG201300000219,0.0,0.0,0.0,0.0
TG201300000220,0.0,0.0,0.0,0.0
TG201300000221,0.0,0.0,1.0,1.0
TG201300000222,0.0,0.0,2.0,2.0
TG201300000223,3.0,0.0,1.0,4.0
TG201300000224,32.0,0.0,137.0,169.0
TG201300000225,0.0,0.0,0.0,0.0
TG201300000226,0.0,0.0,0.0,0.0
TG201300000227,0.0,0.0,0.0,0.0
TG201300000228,0.0,0.0,0.0,0.0
TG201300000229,2.0,0.0,0.0,2.0
TG201300000230,5.0,0.0,0.0,5.0
TG201300000231,0.0,0.0,0.0,0.0
TG201300000232,0.0,0.0,0.0,0.0
TG201300000233,0.0,0.0,0.0,0.0
TG201300000234,5.0,0.0,1.0,6.0
TG201300000235,0.0,0.0,0.0,0.0
TG201300000236,33.0,0.0,202.0,235.0
TG201300000237,12.0,0.0,0.0,12.0
TG201300000238,0.0,0.0,1.0,1.0
TG201300000239,2.0,0.0,1.0,3.0
TG201300000240,0.0,0.0,0.0,0.0
TG201300000241,8.0,0.0,0.0,8.0
TG201300000242,24.0,0.0,203.0,227.0
TG201300000243,4.0,0.0,39.0,43.0
TG201300000244,0.0,0.0,0.0,0.0
TG201300000245,0.0,0.0,0.0,0.0
TG201300000246,43.0,0.0,426.0,469.0
TG201300000247,0.0,0.0,0.0,0.0
TG201300000248,0.0,0.0,0.0,0.0
TG201300000249,15.0,0.0,1.0,16.0
TG201300000250,1.0,0.0,0.0,1.0
TG201300000251,8.0,0.0,32.0,40.0
TG201300000252,0.0,0.0,12.0,12.0
TG201300000253,10.0,1.0,29.0,40.0
TG201300000254,0.0,0.0,0.0,0.0
TG201300000255,3.0,0.0,0.0,3.0
TG201300000256,0.0,0.0,0.0,0.0
TG201300000257,0.0,0.0,0.0,0.0
TG201300000258,0.0,0.0,0.0,0.0
TG201300000259,2.0,0.0,21.0,23.0
TG201300000260,0.0,0.0,0.0,0.0
TG201300000261,10.0,0.0,115.0,125.0
TG201300000262,0.0,0.0,0.0,0.0
TG201300000263,80.0,1.0,328.0,409.0
TG201300000264,0.0,0.0,0.0,0.0
TG201300000265,10.0,0.0,10.0,20.0
TG201300000266,5.0,0.0,4.0,9.0
TG201300000267,14.0,0.0,21.0,35.0
TG201300000268,0.0,0.0,0.0,0.0
TG201300000269,0.0,0.0,0.0,0.0
TG201300000270,0.0,0.0,0.0,0.0
TG201300000271,0.0,0.0,0.0,0.0
TG201300000272,12.0,0.0,17.0,29.0
TG201300000273,2.0,0.0,1.0,3.0
TG201300000274,0.0,0.0,0.0,0.0
TG201300000275,2.0,3.0,0.0,5.0
TG201300000276,39.0,0.0,203.0,242.0
TG201300000277,5.0,2.0,14.0,21.0
TG201300000278,0.0,0.0,2.0,2.0
TG201300000279,0.0,0.0,0.0,0.0
TG201300000280,4.0,0.0,157.0,161.0
TG201300000281,1.0,0.0,1.0,2.0
TG201300000282,2.0,0.0,4.0,6.0
TG201300000283,0.0,3.0,0.0,3.0
TG201300000284,0.0,1.0,0.0,1.0
TG201300000285,0.0,0.0,0.0,0.0
TG201300000286,20.0,0.0,104.0,124.0
TG201300000287,0.0,0.0,0.0,0.0
TG201300000288,0.0,0.0,0.0,0.0
TG201300000289,1.0,0.0,9.0,10.0
TG201300000290,3.0,1.0,0.0,4.0
TG201300000291,0.0,0.0,1.0,1.0
TG201300000292,0.0,0.0,0.0,0.0
TG201300000293,0.0,0.0,0.0,0.0
TG201300000294,18.0,0.0,300.0,318.0
TG201300000295,0.0,0.0,0.0,0.0
TG201300000296,63.0,1.0,326.0,390.0
TG201300000297,0.0,0.0,0.0,0.0
TG201300000298,0.0,1.0,0.0,1.0
TG201300000299,0.0,0.0,0.0,0.0
TG201300000300,0.0,0.0,0.0,0.0
TG201300000301,12.0,0.0,405.0,417.0
TG201300000302,8.0,0.0,16.0,24.0
TG201300000303,2.0,0.0,0.0,2.0
TG201300000304,1.0,1.0,0.0,2.0
TG201300000305,2.0,0.0,0.0,2.0
TG201300000306,9.0,0.0,35.0,44.0
TG201300000307,0.0,0.0,0.0,0.0
TG201300000308,1.0,0.0,1.0,2.0
TG201300000309,0.0,0.0,0.0,0.0
TG201300000310,0.0,0.0,0.0,0.0
TG201300000311,14.0,0.0,12.0,26.0
TG201300000312,0.0,0.0,3.0,3.0
TG201300000313,0.0,1.0,0.0,1.0
TG201300000314,22.0,0.0,44.0,66.0
TG201300000315,0.0,0.0,0.0,0.0
TG201300000316,3.0,0.0,2.0,5.0
TG201300000317,0.0,0.0,0.0,0.0
TG201300000318,77.0,1.0,254.0,332.0
TG201300000319,0.0,0.0,1.0,1.0
TG201300000320,0.0,0.0,0.0,0.0
TG201300000321,0.0,0.0,1.0,1.0
TG201300000322,48.0,0.0,471.0,519.0
TG201300000323,89.0,1.0,385.0,475.0
TG201300000324,14.0,1.0,42.0,57.0
TG201300000325,45.0,0.0,78.0,123.0
TG201300000326,4.0,0.0,1.0,5.0
TG201300000327,20.0,0.0,368.0,388.0
TG201300000328,0.0,0.0,3.0,3.0
TG201300000329,13.0,0.0,34.0,47.0
TG201300000330,0.0,0.0,0.0,0.0
