DHSID,water_transport_count,ground_transport_count,air_transport_count,all_transport_count
TG201300000155,0.0,0.0,0.0,0.0
TG201300000156,0.0,0.0,0.0,0.0
TG201300000157,0.0,0.0,0.0,0.0
TG201300000158,0.0,0.0,0.0,0.0
TG201300000159,0.0,0.0,0.0,0.0
TG201300000160,0.0,1.0,0.0,1.0
TG201300000161,0.0,0.0,0.0,0.0
TG201300000162,0.0,0.0,0.0,0.0
TG201300000163,0.0,3.0,1.0,4.0
TG201300000164,0.0,55.0,0.0,55.0
TG201300000165,0.0,0.0,0.0,0.0
TG201300000166,0.0,0.0,0.0,0.0
TG201300000167,0.0,0.0,0.0,0.0
TG201300000168,0.0,0.0,0.0,0.0
TG201300000169,0.0,0.0,0.0,0.0
TG201300000170,0.0,0.0,0.0,0.0
TG201300000171,0.0,0.0,0.0,0.0
TG201300000172,0.0,0.0,0.0,0.0
TG201300000173,0.0,1.0,0.0,1.0
TG201300000174,0.0,12.0,0.0,12.0
TG201300000175,0.0,13.0,0.0,13.0
TG201300000176,0.0,46.0,0.0,46.0
TG201300000177,0.0,7.0,0.0,7.0
TG201300000178,0.0,0.0,0.0,0.0
TG201300000179,0.0,58.0,0.0,58.0
TG201300000180,0.0,78.0,0.0,78.0
TG201300000181,0.0,81.0,2.0,83.0
TG201300000182,0.0,0.0,0.0,0.0
TG201300000183,0.0,0.0,0.0,0.0
TG201300000184,0.0,6.0,0.0,6.0
TG201300000185,0.0,0.0,0.0,0.0
TG201300000186,0.0,0.0,0.0,0.0
TG201300000187,0.0,58.0,0.0,58.0
TG201300000188,0.0,0.0,0.0,0.0
TG201300000189,0.0,0.0,0.0,0.0
TG201300000190,0.0,0.0,0.0,0.0
TG201300000191,0.0,3.0,0.0,3.0
TG201300000192,0.0,0.0,0.0,0.0
TG201300000193,0.0,0.0,0.0,0.0
TG201300000194,0.0,13.0,0.0,13.0
TG201300000195,0.0,7.0,2.0,9.0
TG201300000196,0.0,1.0,0.0,1.0
TG201300000197,0.0,1.0,1.0,2.0
TG201300000198,0.0,0.0,0.0,0.0
TG201300000199,0.0,0.0,0.0,0.0
TG201300000200,0.0,0.0,0.0,0.0
TG201300000201,0.0,11.0,0.0,11.0
TG201300000202,0.0,3.0,1.0,4.0
TG201300000203,0.0,45.0,1.0,46.0
TG201300000204,0.0,0.0,0.0,0.0
TG201300000205,0.0,0.0,0.0,0.0
TG201300000206,0.0,0.0,0.0,0.0
TG201300000207,0.0,0.0,0.0,0.0
TG201300000208,0.0,0.0,0.0,0.0
TG201300000209,0.0,67.0,0.0,67.0
TG201300000210,0.0,10.0,0.0,10.0
TG201300000211,0.0,5.0,0.0,5.0
TG201300000212,0.0,4.0,0.0,4.0
TG201300000213,0.0,0.0,0.0,0.0
TG201300000214,0.0,73.0,0.0,73.0
TG201300000215,0.0,0.0,0.0,0.0
TG201300000216,0.0,0.0,0.0,0.0
TG201300000217,0.0,68.0,2.0,70.0
TG201300000218,0.0,35.0,0.0,35.0
TG201300000219,0.0,0.0,0.0,0.0
TG201300000220,0.0,0.0,0.0,0.0
TG201300000221,0.0,0.0,0.0,0.0
TG201300000222,0.0,0.0,0.0,0.0
TG201300000223,0.0,35.0,1.0,36.0
TG201300000224,0.0,66.0,3.0,69.0
TG201300000225,0.0,3.0,0.0,3.0
TG201300000226,0.0,0.0,0.0,0.0
TG201300000227,0.0,0.0,0.0,0.0
TG201300000228,0.0,0.0,0.0,0.0
TG201300000229,0.0,5.0,0.0,5.0
TG201300000230,0.0,0.0,4.0,4.0
TG201300000231,0.0,0.0,0.0,0.0
TG201300000232,0.0,0.0,0.0,0.0
TG201300000233,0.0,0.0,0.0,0.0
TG201300000234,0.0,5.0,0.0,5.0
TG201300000235,0.0,5.0,0.0,5.0
TG201300000236,0.0,59.0,0.0,59.0
TG201300000237,0.0,5.0,0.0,5.0
TG201300000238,0.0,0.0,0.0,0.0
TG201300000239,0.0,18.0,1.0,19.0
TG201300000240,0.0,0.0,0.0,0.0
TG201300000241,0.0,5.0,0.0,5.0
TG201300000242,0.0,31.0,1.0,32.0
TG201300000243,0.0,0.0,0.0,0.0
TG201300000244,0.0,0.0,0.0,0.0
TG201300000245,0.0,0.0,0.0,0.0
TG201300000246,0.0,57.0,0.0,57.0
TG201300000247,0.0,0.0,0.0,0.0
TG201300000248,0.0,0.0,0.0,0.0
TG201300000249,0.0,11.0,0.0,11.0
TG201300000250,0.0,1.0,0.0,1.0
TG201300000251,0.0,7.0,2.0,9.0
TG201300000252,0.0,0.0,2.0,2.0
TG201300000253,0.0,12.0,0.0,12.0
TG201300000254,0.0,0.0,0.0,0.0
TG201300000255,0.0,0.0,0.0,0.0
TG201300000256,0.0,0.0,0.0,0.0
TG201300000257,0.0,0.0,0.0,0.0
TG201300000258,0.0,0.0,0.0,0.0
TG201300000259,0.0,2.0,0.0,2.0
TG201300000260,0.0,0.0,0.0,0.0
TG201300000261,0.0,30.0,0.0,30.0
TG201300000262,0.0,0.0,0.0,0.0
TG201300000263,0.0,88.0,4.0,92.0
TG201300000264,0.0,0.0,0.0,0.0
TG201300000265,0.0,4.0,1.0,5.0
TG201300000266,0.0,1.0,0.0,1.0
TG201300000267,0.0,53.0,5.0,58.0
TG201300000268,0.0,0.0,0.0,0.0
TG201300000269,0.0,0.0,0.0,0.0
TG201300000270,0.0,0.0,0.0,0.0
TG201300000271,0.0,1.0,0.0,1.0
TG201300000272,0.0,40.0,0.0,40.0
TG201300000273,0.0,0.0,0.0,0.0
TG201300000274,0.0,0.0,0.0,0.0
TG201300000275,0.0,0.0,0.0,0.0
TG201300000276,0.0,82.0,2.0,84.0
TG201300000277,0.0,0.0,0.0,0.0
TG201300000278,6.0,0.0,0.0,6.0
TG201300000279,0.0,0.0,0.0,0.0
TG201300000280,0.0,0.0,0.0,0.0
TG201300000281,0.0,0.0,0.0,0.0
TG201300000282,0.0,19.0,1.0,20.0
TG201300000283,0.0,0.0,0.0,0.0
TG201300000284,0.0,0.0,0.0,0.0
TG201300000285,0.0,0.0,0.0,0.0
TG201300000286,0.0,30.0,0.0,30.0
TG201300000287,0.0,0.0,0.0,0.0
TG201300000288,0.0,0.0,0.0,0.0
TG201300000289,0.0,0.0,0.0,0.0
TG201300000290,0.0,0.0,0.0,0.0
TG201300000291,0.0,0.0,0.0,0.0
TG201300000292,0.0,0.0,0.0,0.0
TG201300000293,0.0,0.0,0.0,0.0
TG201300000294,0.0,31.0,0.0,31.0
TG201300000295,0.0,0.0,0.0,0.0
TG201300000296,0.0,59.0,0.0,59.0
TG201300000297,0.0,0.0,0.0,0.0
TG201300000298,0.0,0.0,0.0,0.0
TG201300000299,0.0,0.0,0.0,0.0
TG201300000300,0.0,0.0,0.0,0.0
TG201300000301,0.0,37.0,0.0,37.0
TG201300000302,0.0,2.0,1.0,3.0
TG201300000303,0.0,0.0,0.0,0.0
TG201300000304,0.0,0.0,0.0,0.0
TG201300000305,0.0,0.0,3.0,3.0
TG201300000306,0.0,32.0,0.0,32.0
TG201300000307,0.0,0.0,0.0,0.0
TG201300000308,0.0,0.0,0.0,0.0
TG201300000309,0.0,0.0,0.0,0.0
TG201300000310,0.0,0.0,0.0,0.0
TG201300000311,0.0,7.0,0.0,7.0
TG201300000312,0.0,0.0,0.0,0.0
TG201300000313,0.0,0.0,0.0,0.0
TG201300000314,0.0,54.0,5.0,59.0
TG201300000315,0.0,1.0,0.0,1.0
TG201300000316,0.0,1.0,0.0,1.0
TG201300000317,0.0,0.0,0.0,0.0
TG201300000318,0.0,79.0,4.0,83.0
TG201300000319,0.0,0.0,0.0,0.0
TG201300000320,0.0,0.0,0.0,0.0
TG201300000321,0.0,0.0,0.0,0.0
TG201300000322,0.0,83.0,0.0,83.0
TG201300000323,0.0,87.0,2.0,89.0
TG201300000324,0.0,46.0,1.0,47.0
TG201300000325,0.0,65.0,6.0,71.0
TG201300000326,0.0,32.0,1.0,33.0
TG201300000327,0.0,58.0,0.0,58.0
TG201300000328,0.0,0.0,0.0,0.0
TG201300000329,0.0,55.0,4.0,59.0
TG201300000330,0.0,0.0,0.0,0.0
