DHSID,water_transport_count,ground_transport_count,air_transport_count,all_transport_count
ML201800000067,0.0,0.0,0.0,0.0
ML201800000068,0.0,0.0,0.0,0.0
ML201800000069,0.0,24.0,0.0,24.0
ML201800000070,0.0,0.0,0.0,0.0
ML201800000071,0.0,16.0,0.0,16.0
ML201800000072,0.0,0.0,0.0,0.0
ML201800000073,0.0,0.0,0.0,0.0
ML201800000074,0.0,222.0,4.0,226.0
ML201800000075,0.0,913.0,0.0,913.0
ML201800000076,0.0,310.0,0.0,310.0
ML201800000077,0.0,102.0,0.0,102.0
ML201800000078,0.0,769.0,1.0,770.0
ML201800000079,0.0,695.0,0.0,695.0
ML201800000080,0.0,361.0,0.0,361.0
ML201800000081,0.0,481.0,0.0,481.0
ML201800000082,0.0,0.0,0.0,0.0
ML201800000083,0.0,0.0,0.0,0.0
ML201800000084,0.0,0.0,0.0,0.0
ML201800000085,0.0,0.0,0.0,0.0
ML201800000086,0.0,0.0,0.0,0.0
ML201800000087,0.0,25.0,0.0,25.0
ML201800000088,0.0,0.0,0.0,0.0
ML201800000089,0.0,0.0,0.0,0.0
ML201800000090,0.0,0.0,0.0,0.0
ML201800000091,0.0,0.0,0.0,0.0
ML201800000092,0.0,0.0,0.0,0.0
ML201800000093,0.0,0.0,0.0,0.0
ML201800000094,0.0,0.0,0.0,0.0
ML201800000095,0.0,0.0,0.0,0.0
ML201800000096,0.0,0.0,0.0,0.0
ML201800000097,0.0,0.0,0.0,0.0
ML201800000098,0.0,0.0,0.0,0.0
ML201800000099,0.0,0.0,0.0,0.0
ML201800000100,0.0,0.0,0.0,0.0
ML201800000101,0.0,0.0,0.0,0.0
ML201800000102,0.0,0.0,0.0,0.0
ML201800000103,0.0,0.0,0.0,0.0
ML201800000104,0.0,0.0,0.0,0.0
ML201800000105,0.0,0.0,0.0,0.0
ML201800000106,0.0,0.0,0.0,0.0
ML201800000107,0.0,0.0,0.0,0.0
ML201800000108,0.0,0.0,0.0,0.0
ML201800000109,0.0,0.0,0.0,0.0
ML201800000110,0.0,3.0,0.0,3.0
ML201800000111,0.0,0.0,0.0,0.0
ML201800000112,0.0,3.0,0.0,3.0
ML201800000113,0.0,0.0,0.0,0.0
ML201800000114,0.0,0.0,0.0,0.0
ML201800000115,0.0,0.0,0.0,0.0
ML201800000116,0.0,0.0,0.0,0.0
ML201800000117,0.0,0.0,0.0,0.0
ML201800000118,0.0,0.0,0.0,0.0
ML201800000119,0.0,0.0,0.0,0.0
ML201800000120,0.0,0.0,0.0,0.0
ML201800000121,0.0,0.0,0.0,0.0
ML201800000122,0.0,2.0,0.0,2.0
ML201800000123,0.0,0.0,0.0,0.0
ML201800000124,0.0,1.0,0.0,1.0
ML201800000125,0.0,0.0,0.0,0.0
ML201800000126,0.0,0.0,0.0,0.0
ML201800000127,0.0,0.0,0.0,0.0
ML201800000128,0.0,0.0,0.0,0.0
ML201800000129,0.0,0.0,0.0,0.0
ML201800000130,0.0,0.0,0.0,0.0
ML201800000131,0.0,0.0,0.0,0.0
ML201800000132,0.0,0.0,0.0,0.0
ML201800000133,0.0,0.0,0.0,0.0
ML201800000134,0.0,0.0,0.0,0.0
ML201800000135,0.0,0.0,0.0,0.0
ML201800000136,0.0,0.0,0.0,0.0
ML201800000137,0.0,0.0,0.0,0.0
ML201800000138,0.0,0.0,0.0,0.0
ML201800000139,0.0,0.0,0.0,0.0
ML201800000140,0.0,3.0,0.0,3.0
ML201800000141,0.0,2.0,0.0,2.0
ML201800000142,0.0,0.0,0.0,0.0
ML201800000143,0.0,0.0,0.0,0.0
ML201800000144,0.0,1.0,0.0,1.0
ML201800000145,0.0,0.0,0.0,0.0
ML201800000146,0.0,0.0,0.0,0.0
ML201800000147,0.0,0.0,0.0,0.0
ML201800000148,0.0,0.0,0.0,0.0
ML201800000149,0.0,0.0,0.0,0.0
ML201800000150,0.0,7.0,0.0,7.0
ML201800000151,0.0,0.0,0.0,0.0
ML201800000152,0.0,0.0,0.0,0.0
ML201800000153,0.0,0.0,0.0,0.0
ML201800000154,0.0,0.0,0.0,0.0
ML201800000155,0.0,0.0,0.0,0.0
ML201800000156,0.0,0.0,0.0,0.0
ML201800000157,0.0,0.0,0.0,0.0
ML201800000158,0.0,0.0,0.0,0.0
ML201800000159,0.0,0.0,0.0,0.0
ML201800000160,0.0,2.0,0.0,2.0
ML201800000161,0.0,0.0,0.0,0.0
ML201800000162,0.0,0.0,0.0,0.0
ML201800000163,2.0,9.0,0.0,11.0
ML201800000164,0.0,14.0,0.0,14.0
ML201800000165,1.0,11.0,0.0,12.0
ML201800000166,0.0,0.0,0.0,0.0
ML201800000167,0.0,0.0,0.0,0.0
ML201800000168,0.0,0.0,0.0,0.0
ML201800000169,0.0,0.0,0.0,0.0
ML201800000170,0.0,0.0,0.0,0.0
ML201800000171,0.0,0.0,0.0,0.0
ML201800000172,0.0,0.0,0.0,0.0
ML201800000173,0.0,0.0,0.0,0.0
ML201800000174,0.0,0.0,0.0,0.0
ML201800000175,0.0,0.0,0.0,0.0
ML201800000176,2.0,0.0,0.0,2.0
ML201800000177,0.0,0.0,0.0,0.0
ML201800000178,0.0,0.0,0.0,0.0
ML201800000182,0.0,4.0,0.0,4.0
ML201800000183,0.0,0.0,0.0,0.0
ML201800000184,0.0,0.0,0.0,0.0
ML201800000185,0.0,1.0,0.0,1.0
ML201800000186,0.0,1.0,0.0,1.0
ML201800000187,0.0,0.0,0.0,0.0
ML201800000189,0.0,0.0,0.0,0.0
ML201800000190,0.0,0.0,0.0,0.0
ML201800000191,0.0,0.0,0.0,0.0
ML201800000192,0.0,0.0,0.0,0.0
ML201800000193,0.0,0.0,0.0,0.0
ML201800000194,0.0,0.0,0.0,0.0
ML201800000195,0.0,0.0,0.0,0.0
ML201800000196,0.0,2.0,0.0,2.0
ML201800000197,0.0,0.0,0.0,0.0
ML201800000198,0.0,0.0,0.0,0.0
ML201800000199,0.0,0.0,0.0,0.0
ML201800000200,0.0,0.0,0.0,0.0
ML201800000201,0.0,0.0,0.0,0.0
ML201800000202,0.0,1.0,12.0,13.0
ML201800000204,0.0,0.0,0.0,0.0
ML201800000205,0.0,0.0,0.0,0.0
ML201800000206,0.0,0.0,0.0,0.0
ML201800000207,0.0,0.0,0.0,0.0
ML201800000208,1.0,1.0,0.0,2.0
ML201800000209,1.0,1.0,0.0,2.0
ML201800000210,0.0,0.0,1.0,1.0
ML201800000211,0.0,0.0,0.0,0.0
ML201800000212,0.0,0.0,0.0,0.0
ML201800000213,0.0,0.0,0.0,0.0
ML201800000214,0.0,0.0,0.0,0.0
ML201800000215,0.0,0.0,0.0,0.0
ML201800000216,0.0,1.0,0.0,1.0
ML201800000217,0.0,0.0,0.0,0.0
ML201800000218,0.0,0.0,0.0,0.0
ML201800000219,0.0,0.0,0.0,0.0
ML201800000221,0.0,0.0,0.0,0.0
ML201800000222,0.0,0.0,0.0,0.0
ML201800000223,0.0,0.0,0.0,0.0
ML201800000224,0.0,0.0,0.0,0.0
ML201800000226,0.0,0.0,0.0,0.0
ML201800000227,0.0,0.0,0.0,0.0
ML201800000229,0.0,0.0,0.0,0.0
ML201800000230,0.0,0.0,0.0,0.0
ML201800000238,0.0,0.0,0.0,0.0
ML201800000239,0.0,0.0,0.0,0.0
ML201800000243,0.0,0.0,0.0,0.0
ML201800000245,0.0,0.0,0.0,0.0
ML201800000253,1.0,0.0,0.0,1.0
ML201800000254,0.0,0.0,0.0,0.0
ML201800000255,0.0,0.0,0.0,0.0
ML201800000256,0.0,2.0,1.0,3.0
ML201800000257,0.0,2.0,1.0,3.0
ML201800000258,0.0,0.0,1.0,1.0
ML201800000259,0.0,0.0,0.0,0.0
ML201800000260,0.0,0.0,0.0,0.0
ML201800000261,0.0,0.0,0.0,0.0
ML201800000262,0.0,0.0,0.0,0.0
ML201800000263,0.0,0.0,0.0,0.0
ML201800000264,0.0,0.0,0.0,0.0
ML201800000265,0.0,0.0,0.0,0.0
ML201800000266,0.0,0.0,0.0,0.0
ML201800000269,1.0,0.0,0.0,1.0
ML201800000270,0.0,0.0,0.0,0.0
ML201800000271,0.0,0.0,0.0,0.0
ML201800000272,0.0,0.0,0.0,0.0
ML201800000273,0.0,0.0,0.0,0.0
ML201800000274,0.0,0.0,0.0,0.0
ML201800000275,0.0,0.0,0.0,0.0
ML201800000276,3.0,0.0,1.0,4.0
ML201800000277,0.0,0.0,0.0,0.0
ML201800000278,0.0,0.0,0.0,0.0
ML201800000279,0.0,0.0,0.0,0.0
ML201800000280,0.0,0.0,0.0,0.0
ML201800000281,0.0,0.0,0.0,0.0
ML201800000282,0.0,0.0,0.0,0.0
ML201800000283,0.0,0.0,0.0,0.0
ML201800000284,0.0,0.0,0.0,0.0
ML201800000285,0.0,0.0,49.0,49.0
ML201800000286,0.0,0.0,0.0,0.0
ML201800000288,0.0,0.0,0.0,0.0
ML201800000290,0.0,0.0,0.0,0.0
ML201800000291,1.0,3.0,0.0,4.0
ML201800000292,0.0,1.0,0.0,1.0
ML201800000293,1.0,3.0,0.0,4.0
ML201800000294,0.0,0.0,0.0,0.0
ML201800000295,0.0,0.0,3.0,3.0
ML201800000296,2.0,0.0,0.0,2.0
ML201800000297,0.0,0.0,0.0,0.0
ML201800000298,0.0,0.0,0.0,0.0
ML201800000299,0.0,0.0,0.0,0.0
ML201800000300,0.0,0.0,0.0,0.0
ML201800000301,0.0,0.0,0.0,0.0
ML201800000302,0.0,0.0,0.0,0.0
ML201800000303,0.0,0.0,0.0,0.0
ML201800000305,0.0,0.0,0.0,0.0
ML201800000306,0.0,0.0,0.0,0.0
ML201800000307,0.0,0.0,0.0,0.0
ML201800000311,0.0,0.0,0.0,0.0
ML201800000312,0.0,0.0,0.0,0.0
ML201800000313,0.0,0.0,0.0,0.0
ML201800000314,0.0,0.0,0.0,0.0
ML201800000315,0.0,0.0,0.0,0.0
ML201800000316,0.0,0.0,0.0,0.0
ML201800000317,0.0,0.0,0.0,0.0
ML201800000318,0.0,0.0,0.0,0.0
ML201800000319,0.0,0.0,0.0,0.0
ML201800000320,0.0,0.0,0.0,0.0
ML201800000321,0.0,0.0,0.0,0.0
ML201800000322,0.0,0.0,7.0,7.0
ML201800000323,0.0,0.0,4.0,4.0
ML201800000324,0.0,0.0,2.0,2.0
ML201800000325,0.0,0.0,2.0,2.0
ML201800000326,0.0,0.0,12.0,12.0
ML201800000327,0.0,0.0,3.0,3.0
ML201800000328,0.0,0.0,2.0,2.0
ML201800000329,0.0,0.0,12.0,12.0
ML201800000330,0.0,0.0,3.0,3.0
ML201800000331,0.0,0.0,11.0,11.0
ML201800000332,0.0,0.0,12.0,12.0
ML201800000333,0.0,252.0,0.0,252.0
ML201800000334,0.0,172.0,0.0,172.0
ML201800000335,0.0,227.0,0.0,227.0
ML201800000336,0.0,206.0,0.0,206.0
ML201800000337,0.0,295.0,0.0,295.0
ML201800000338,0.0,336.0,0.0,336.0
ML201800000339,0.0,365.0,0.0,365.0
ML201800000340,0.0,366.0,0.0,366.0
ML201800000341,0.0,366.0,0.0,366.0
ML201800000342,0.0,404.0,0.0,404.0
ML201800000343,0.0,486.0,0.0,486.0
ML201800000344,0.0,472.0,0.0,472.0
ML201800000345,0.0,335.0,0.0,335.0
ML201800000346,0.0,260.0,1.0,261.0
ML201800000347,0.0,460.0,0.0,460.0
ML201800000348,0.0,393.0,0.0,393.0
ML201800000349,0.0,146.0,0.0,146.0
ML201800000350,0.0,152.0,0.0,152.0
ML201800000351,0.0,153.0,0.0,153.0
ML201800000352,0.0,254.0,0.0,254.0
ML201800000353,0.0,157.0,1.0,158.0
ML201800000354,0.0,293.0,1.0,294.0
ML201800000355,0.0,278.0,1.0,279.0
ML201800000356,0.0,140.0,0.0,140.0
ML201800000357,0.0,163.0,0.0,163.0
ML201800000358,0.0,160.0,1.0,161.0
ML201800000359,0.0,201.0,0.0,201.0
ML201800000360,0.0,241.0,0.0,241.0
ML201800000361,0.0,188.0,0.0,188.0
ML201800000362,0.0,228.0,0.0,228.0
ML201800000363,0.0,226.0,0.0,226.0
ML201800000364,0.0,218.0,0.0,218.0
ML201800000365,0.0,159.0,0.0,159.0
ML201800000366,0.0,132.0,0.0,132.0
ML201800000367,0.0,190.0,0.0,190.0
ML201800000368,0.0,11.0,0.0,11.0
ML201800000369,0.0,95.0,0.0,95.0
ML201800000370,0.0,41.0,0.0,41.0
ML201800000371,0.0,161.0,0.0,161.0
ML201800000372,0.0,151.0,0.0,151.0
ML201800000373,0.0,179.0,0.0,179.0
ML201800000374,0.0,138.0,1.0,139.0
ML201800000375,0.0,124.0,0.0,124.0
ML201800000376,0.0,166.0,0.0,166.0
ML201800000377,0.0,123.0,0.0,123.0
ML201800000378,0.0,113.0,0.0,113.0
ML201800000379,0.0,38.0,2.0,40.0
